"response","id","age","male","action","intention","contact"
1,"96;866",38,1,1,1,0
1,"96;866",38,1,1,1,0
1,"96;866",38,1,1,1,0
4,"96;866",38,1,1,1,0
3,"96;866",38,1,0,1,0
4,"96;866",38,1,0,1,0
7,"96;866",38,1,0,1,0
2,"96;866",38,1,0,1,0
3,"96;866",38,1,0,1,0
2,"96;866",38,1,0,1,0
4,"96;866",38,1,1,0,0
7,"96;870",64,1,0,0,1
7,"96;870",64,1,0,0,1
7,"96;870",64,1,0,0,1
1,"96;870",64,1,0,1,1
4,"96;870",64,1,0,1,1
1,"96;870",64,1,0,1,1
7,"96;870",64,1,1,0,0
7,"96;870",64,1,1,0,0
7,"96;870",64,1,1,0,0
7,"96;870",64,1,1,0,0
7,"96;870",64,1,1,0,0
1,"96;870",64,1,1,0,0
7,"96;870",64,1,1,0,0
7,"96;870",64,1,0,0,0
7,"96;870",64,1,0,0,0
7,"96;870",64,1,0,0,0
7,"96;870",64,1,0,0,0
7,"96;870",64,1,0,0,0
1,"96;870",64,1,1,1,0
3,"96;870",64,1,1,1,0
1,"96;870",64,1,1,1,0
1,"96;870",64,1,1,1,0
4,"96;870",64,1,1,1,0
7,"96;870",64,1,0,1,0
7,"96;870",64,1,0,1,0
7,"96;870",64,1,0,1,0
7,"96;870",64,1,0,1,0
7,"96;870",64,1,0,1,0
7,"96;870",64,1,0,1,0
7,"96;870",64,1,1,0,0
4,"96;873",40,1,0,0,1
4,"96;873",40,1,0,0,1
4,"96;873",40,1,0,0,1
5,"96;873",40,1,0,1,1
4,"96;873",40,1,0,1,1
4,"96;873",40,1,0,1,1
4,"96;873",40,1,1,0,0
4,"96;873",40,1,1,0,0
7,"96;873",40,1,1,0,0
4,"96;873",40,1,1,0,0
4,"96;873",40,1,1,0,0
4,"96;873",40,1,1,0,0
4,"96;873",40,1,1,0,0
4,"96;873",40,1,0,0,0
4,"96;873",40,1,0,0,0
4,"96;873",40,1,0,0,0
4,"96;873",40,1,0,0,0
4,"96;873",40,1,0,0,0
4,"96;873",40,1,1,1,0
4,"96;873",40,1,1,1,0
4,"96;873",40,1,1,1,0
4,"96;873",40,1,1,1,0
4,"96;873",40,1,1,1,0
4,"96;873",40,1,0,1,0
4,"96;873",40,1,0,1,0
4,"96;873",40,1,0,1,0
4,"96;873",40,1,0,1,0
4,"96;873",40,1,0,1,0
7,"96;873",40,1,0,1,0
4,"96;873",40,1,1,0,0
4,"96;882",58,0,0,0,1
5,"96;882",58,0,0,0,1
3,"96;882",58,0,0,0,1
5,"96;882",58,0,0,1,1
3,"96;882",58,0,0,1,1
3,"96;882",58,0,0,1,1
3,"96;882",58,0,1,0,0
3,"96;882",58,0,1,0,0
3,"96;882",58,0,1,0,0
6,"96;882",58,0,1,0,0
3,"96;882",58,0,1,0,0
3,"96;882",58,0,1,0,0
3,"96;882",58,0,1,0,0
3,"96;882",58,0,0,0,0
3,"96;882",58,0,0,0,0
3,"96;882",58,0,0,0,0
2,"96;882",58,0,0,0,0
3,"96;882",58,0,0,0,0
3,"96;882",58,0,1,1,0
3,"96;882",58,0,1,1,0
3,"96;882",58,0,1,1,0
4,"96;882",58,0,1,1,0
3,"96;882",58,0,1,1,0
4,"96;882",58,0,0,1,0
3,"96;882",58,0,0,1,0
3,"96;882",58,0,0,1,0
5,"96;882",58,0,0,1,0
3,"96;882",58,0,0,1,0
3,"96;882",58,0,0,1,0
4,"96;882",58,0,1,0,0
6,"96;883",30,0,0,0,1
5,"96;883",30,0,0,0,1
4,"96;883",30,0,0,0,1
1,"96;883",30,0,0,1,1
2,"96;883",30,0,0,1,1
1,"96;883",30,0,0,1,1
7,"96;883",30,0,1,0,0
2,"96;883",30,0,1,0,0
3,"96;883",30,0,1,0,0
5,"96;883",30,0,1,0,0
3,"96;883",30,0,1,0,0
3,"96;883",30,0,1,0,0
4,"96;883",30,0,1,0,0
7,"96;883",30,0,0,0,0
7,"96;883",30,0,0,0,0
5,"96;883",30,0,0,0,0
4,"96;883",30,0,0,0,0
7,"96;883",30,0,0,0,0
3,"96;883",30,0,1,1,0
3,"96;883",30,0,1,1,0
3,"96;883",30,0,1,1,0
2,"96;883",30,0,1,1,0
5,"96;883",30,0,1,1,0
6,"96;883",30,0,0,1,0
1,"96;883",30,0,0,1,0
7,"96;883",30,0,0,1,0
6,"96;883",30,0,0,1,0
6,"96;883",30,0,0,1,0
5,"96;883",30,0,0,1,0
3,"96;883",30,0,1,0,0
6,"96;901",36,1,0,0,1
2,"96;901",36,1,0,0,1
7,"96;901",36,1,0,0,1
4,"96;901",36,1,0,1,1
3,"96;901",36,1,0,1,1
1,"96;901",36,1,0,1,1
6,"96;901",36,1,1,0,0
3,"96;901",36,1,1,0,0
5,"96;901",36,1,1,0,0
6,"96;901",36,1,1,0,0
6,"96;901",36,1,1,0,0
2,"96;901",36,1,1,0,0
4,"96;901",36,1,1,0,0
7,"96;901",36,1,0,0,0
2,"96;901",36,1,0,0,0
5,"96;901",36,1,0,0,0
7,"96;901",36,1,0,0,0
7,"96;901",36,1,0,0,0
5,"96;901",36,1,1,1,0
2,"96;901",36,1,1,1,0
4,"96;901",36,1,1,1,0
7,"96;901",36,1,1,1,0
3,"96;901",36,1,1,1,0
6,"96;901",36,1,0,1,0
5,"96;901",36,1,0,1,0
6,"96;901",36,1,0,1,0
4,"96;901",36,1,0,1,0
6,"96;901",36,1,0,1,0
4,"96;901",36,1,0,1,0
7,"96;901",36,1,1,0,0
5,"96;913",19,0,0,0,1
4,"96;913",19,0,0,0,1
3,"96;913",19,0,0,0,1
3,"96;913",19,0,0,1,1
3,"96;913",19,0,0,1,1
2,"96;913",19,0,0,1,1
6,"96;913",19,0,1,0,0
3,"96;913",19,0,1,0,0
3,"96;913",19,0,1,0,0
5,"96;913",19,0,1,0,0
4,"96;913",19,0,1,0,0
3,"96;913",19,0,1,0,0
4,"96;913",19,0,1,0,0
6,"96;913",19,0,0,0,0
6,"96;913",19,0,0,0,0
6,"96;913",19,0,0,0,0
6,"96;913",19,0,0,0,0
7,"96;913",19,0,0,0,0
4,"96;913",19,0,1,1,0
3,"96;913",19,0,1,1,0
2,"96;913",19,0,1,1,0
5,"96;913",19,0,1,1,0
3,"96;913",19,0,1,1,0
6,"96;913",19,0,0,1,0
6,"96;913",19,0,0,1,0
5,"96;913",19,0,0,1,0
6,"96;913",19,0,0,1,0
6,"96;913",19,0,0,1,0
6,"96;913",19,0,0,1,0
4,"96;913",19,0,1,0,0
7,"96;915",56,1,0,0,1
7,"96;915",56,1,0,0,1
7,"96;915",56,1,0,0,1
7,"96;915",56,1,0,1,1
7,"96;915",56,1,0,1,1
7,"96;915",56,1,0,1,1
7,"96;915",56,1,1,0,0
7,"96;915",56,1,1,0,0
7,"96;915",56,1,1,0,0
7,"96;915",56,1,1,0,0
7,"96;915",56,1,1,0,0
7,"96;915",56,1,1,0,0
7,"96;915",56,1,1,0,0
7,"96;915",56,1,0,0,0
7,"96;915",56,1,0,0,0
7,"96;915",56,1,0,0,0
7,"96;915",56,1,0,0,0
7,"96;915",56,1,0,0,0
7,"96;915",56,1,1,1,0
7,"96;915",56,1,1,1,0
4,"96;915",56,1,1,1,0
7,"96;915",56,1,1,1,0
7,"96;915",56,1,1,1,0
7,"96;915",56,1,0,1,0
7,"96;915",56,1,0,1,0
4,"96;915",56,1,0,1,0
7,"96;915",56,1,0,1,0
7,"96;915",56,1,0,1,0
7,"96;915",56,1,0,1,0
7,"96;915",56,1,1,0,0
5,"96;922",53,1,0,0,1
5,"96;922",53,1,0,0,1
4,"96;922",53,1,0,0,1
3,"96;922",53,1,0,1,1
4,"96;922",53,1,0,1,1
5,"96;922",53,1,0,1,1
3,"96;922",53,1,1,0,0
4,"96;922",53,1,1,0,0
6,"96;922",53,1,1,0,0
6,"96;922",53,1,1,0,0
5,"96;922",53,1,1,0,0
5,"96;922",53,1,1,0,0
5,"96;922",53,1,1,0,0
6,"96;922",53,1,0,0,0
6,"96;922",53,1,0,0,0
6,"96;922",53,1,0,0,0
6,"96;922",53,1,0,0,0
6,"96;922",53,1,0,0,0
5,"96;922",53,1,1,1,0
4,"96;922",53,1,1,1,0
3,"96;922",53,1,1,1,0
5,"96;922",53,1,1,1,0
3,"96;922",53,1,1,1,0
6,"96;922",53,1,0,1,0
6,"96;922",53,1,0,1,0
5,"96;922",53,1,0,1,0
5,"96;922",53,1,0,1,0
6,"96;922",53,1,0,1,0
5,"96;922",53,1,0,1,0
4,"96;922",53,1,1,0,0
7,"96;946",14,1,0,0,1
7,"96;946",14,1,0,0,1
7,"96;946",14,1,0,0,1
1,"96;946",14,1,0,1,1
7,"96;946",14,1,0,1,1
1,"96;946",14,1,0,1,1
7,"96;946",14,1,1,0,0
7,"96;946",14,1,1,0,0
7,"96;946",14,1,1,0,0
7,"96;946",14,1,1,0,0
7,"96;946",14,1,1,0,0
1,"96;946",14,1,1,0,0
7,"96;946",14,1,1,0,0
7,"96;946",14,1,0,0,0
7,"96;946",14,1,0,0,0
7,"96;946",14,1,0,0,0
1,"96;946",14,1,0,0,0
7,"96;946",14,1,0,0,0
1,"96;946",14,1,1,1,0
7,"96;946",14,1,1,1,0
1,"96;946",14,1,1,1,0
1,"96;946",14,1,1,1,0
1,"96;946",14,1,1,1,0
1,"96;946",14,1,0,1,0
7,"96;946",14,1,0,1,0
7,"96;946",14,1,0,1,0
1,"96;946",14,1,0,1,0
1,"96;946",14,1,0,1,0
7,"96;946",14,1,0,1,0
7,"96;946",14,1,1,0,0
6,"96;947",15,0,0,0,1
6,"96;947",15,0,0,0,1
6,"96;947",15,0,0,0,1
4,"96;947",15,0,0,1,1
5,"96;947",15,0,0,1,1
5,"96;947",15,0,0,1,1
5,"96;947",15,0,1,0,0
6,"96;947",15,0,1,0,0
5,"96;947",15,0,1,0,0
6,"96;947",15,0,1,0,0
5,"96;947",15,0,1,0,0
6,"96;947",15,0,1,0,0
5,"96;947",15,0,1,0,0
7,"96;947",15,0,0,0,0
5,"96;947",15,0,0,0,0
4,"96;947",15,0,0,0,0
5,"96;947",15,0,0,0,0
6,"96;947",15,0,0,0,0
5,"96;947",15,0,1,1,0
5,"96;947",15,0,1,1,0
5,"96;947",15,0,1,1,0
6,"96;947",15,0,1,1,0
6,"96;947",15,0,1,1,0
3,"96;947",15,0,0,1,0
3,"96;947",15,0,0,1,0
6,"96;947",15,0,0,1,0
6,"96;947",15,0,0,1,0
6,"96;947",15,0,0,1,0
6,"96;947",15,0,0,1,0
6,"96;947",15,0,1,0,0
6,"96;949",15,1,0,0,1
7,"96;949",15,1,0,0,1
6,"96;949",15,1,0,0,1
1,"96;949",15,1,0,1,1
7,"96;949",15,1,0,1,1
1,"96;949",15,1,0,1,1
6,"96;949",15,1,1,0,0
5,"96;949",15,1,1,0,0
4,"96;949",15,1,1,0,0
7,"96;949",15,1,1,0,0
6,"96;949",15,1,1,0,0
5,"96;949",15,1,1,0,0
6,"96;949",15,1,1,0,0
4,"96;949",15,1,0,0,0
6,"96;949",15,1,0,0,0
7,"96;949",15,1,0,0,0
5,"96;949",15,1,0,0,0
5,"96;949",15,1,0,0,0
6,"96;949",15,1,1,1,0
7,"96;949",15,1,1,1,0
6,"96;949",15,1,1,1,0
6,"96;949",15,1,1,1,0
6,"96;949",15,1,1,1,0
2,"96;949",15,1,0,1,0
2,"96;949",15,1,0,1,0
3,"96;949",15,1,0,1,0
6,"96;949",15,1,0,1,0
7,"96;949",15,1,0,1,0
2,"96;949",15,1,0,1,0
4,"96;949",15,1,1,0,0
2,"96;967",30,0,0,0,1
4,"96;967",30,0,0,0,1
5,"96;967",30,0,0,0,1
2,"96;967",30,0,0,1,1
3,"96;967",30,0,0,1,1
1,"96;967",30,0,0,1,1
2,"96;967",30,0,1,0,0
2,"96;967",30,0,1,0,0
2,"96;967",30,0,1,0,0
5,"96;967",30,0,1,0,0
6,"96;967",30,0,1,0,0
2,"96;967",30,0,1,0,0
2,"96;967",30,0,1,0,0
2,"96;967",30,0,0,0,0
4,"96;967",30,0,0,0,0
5,"96;967",30,0,0,0,0
2,"96;967",30,0,0,0,0
2,"96;967",30,0,0,0,0
5,"96;967",30,0,1,1,0
5,"96;967",30,0,1,1,0
2,"96;967",30,0,1,1,0
2,"96;967",30,0,1,1,0
2,"96;967",30,0,1,1,0
5,"96;967",30,0,0,1,0
5,"96;967",30,0,0,1,0
5,"96;967",30,0,0,1,0
2,"96;967",30,0,0,1,0
2,"96;967",30,0,0,1,0
2,"96;967",30,0,0,1,0
5,"96;967",30,0,1,0,0
5,"96;972",57,0,0,0,1
5,"96;972",57,0,0,0,1
4,"96;972",57,0,0,0,1
4,"96;972",57,0,0,1,1
2,"96;972",57,0,0,1,1
4,"96;972",57,0,0,1,1
6,"96;972",57,0,1,0,0
4,"96;972",57,0,1,0,0
5,"96;972",57,0,1,0,0
5,"96;972",57,0,1,0,0
4,"96;972",57,0,1,0,0
5,"96;972",57,0,1,0,0
4,"96;972",57,0,1,0,0
6,"96;972",57,0,0,0,0
6,"96;972",57,0,0,0,0
5,"96;972",57,0,0,0,0
6,"96;972",57,0,0,0,0
6,"96;972",57,0,0,0,0
5,"96;972",57,0,1,1,0
4,"96;972",57,0,1,1,0
4,"96;972",57,0,1,1,0
5,"96;972",57,0,1,1,0
4,"96;972",57,0,1,1,0
5,"96;972",57,0,0,1,0
5,"96;972",57,0,0,1,0
5,"96;972",57,0,0,1,0
5,"96;972",57,0,0,1,0
6,"96;972",57,0,0,1,0
5,"96;972",57,0,0,1,0
4,"96;972",57,0,1,0,0
4,"96;973",31,1,0,0,1
4,"96;973",31,1,0,0,1
4,"96;973",31,1,0,0,1
4,"96;973",31,1,0,1,1
4,"96;973",31,1,0,1,1
4,"96;973",31,1,0,1,1
4,"96;973",31,1,1,0,0
4,"96;973",31,1,1,0,0
4,"96;973",31,1,1,0,0
4,"96;973",31,1,1,0,0
4,"96;973",31,1,1,0,0
3,"96;973",31,1,1,0,0
4,"96;973",31,1,1,0,0
4,"96;973",31,1,0,0,0
4,"96;973",31,1,0,0,0
4,"96;973",31,1,0,0,0
4,"96;973",31,1,0,0,0
4,"96;973",31,1,0,0,0
4,"96;973",31,1,1,1,0
4,"96;973",31,1,1,1,0
4,"96;973",31,1,1,1,0
4,"96;973",31,1,1,1,0
4,"96;973",31,1,1,1,0
4,"96;973",31,1,0,1,0
4,"96;973",31,1,0,1,0
4,"96;973",31,1,0,1,0
4,"96;973",31,1,0,1,0
4,"96;973",31,1,0,1,0
4,"96;973",31,1,0,1,0
4,"96;973",31,1,1,0,0
4,"96;978",28,0,0,0,1
3,"96;978",28,0,0,0,1
2,"96;978",28,0,0,0,1
1,"96;978",28,0,0,1,1
2,"96;978",28,0,0,1,1
1,"96;978",28,0,0,1,1
5,"96;978",28,0,1,0,0
2,"96;978",28,0,1,0,0
2,"96;978",28,0,1,0,0
5,"96;978",28,0,1,0,0
2,"96;978",28,0,1,0,0
2,"96;978",28,0,1,0,0
2,"96;978",28,0,1,0,0
5,"96;978",28,0,0,0,0
4,"96;978",28,0,0,0,0
3,"96;978",28,0,0,0,0
4,"96;978",28,0,0,0,0
4,"96;978",28,0,0,0,0
3,"96;978",28,0,1,1,0
2,"96;978",28,0,1,1,0
1,"96;978",28,0,1,1,0
1,"96;978",28,0,1,1,0
2,"96;978",28,0,1,1,0
2,"96;978",28,0,0,1,0
2,"96;978",28,0,0,1,0
4,"96;978",28,0,0,1,0
4,"96;978",28,0,0,1,0
2,"96;978",28,0,0,1,0
3,"96;978",28,0,0,1,0
2,"96;978",28,0,1,0,0
7,"96;984",31,1,0,0,1
7,"96;984",31,1,0,0,1
7,"96;984",31,1,0,0,1
7,"96;984",31,1,0,1,1
7,"96;984",31,1,0,1,1
7,"96;984",31,1,0,1,1
7,"96;984",31,1,1,0,0
7,"96;984",31,1,1,0,0
7,"96;984",31,1,1,0,0
7,"96;984",31,1,1,0,0
7,"96;984",31,1,1,0,0
7,"96;984",31,1,1,0,0
7,"96;984",31,1,1,0,0
7,"96;984",31,1,0,0,0
7,"96;984",31,1,0,0,0
7,"96;984",31,1,0,0,0
7,"96;984",31,1,0,0,0
7,"96;984",31,1,0,0,0
6,"96;984",31,1,1,1,0
7,"96;984",31,1,1,1,0
7,"96;984",31,1,1,1,0
7,"96;984",31,1,1,1,0
7,"96;984",31,1,1,1,0
7,"96;984",31,1,0,1,0
7,"96;984",31,1,0,1,0
7,"96;984",31,1,0,1,0
7,"96;984",31,1,0,1,0
7,"96;984",31,1,0,1,0
7,"96;984",31,1,0,1,0
7,"96;984",31,1,1,0,0
5,"96;985",25,1,0,0,1
3,"96;985",25,1,0,0,1
3,"96;985",25,1,0,0,1
2,"96;985",25,1,0,1,1
3,"96;985",25,1,0,1,1
3,"96;985",25,1,0,1,1
3,"96;985",25,1,1,0,0
4,"96;985",25,1,1,0,0
2,"96;985",25,1,1,0,0
4,"96;985",25,1,1,0,0
3,"96;985",25,1,1,0,0
3,"96;985",25,1,1,0,0
3,"96;985",25,1,1,0,0
4,"96;985",25,1,0,0,0
4,"96;985",25,1,0,0,0
4,"96;985",25,1,0,0,0
3,"96;985",25,1,0,0,0
4,"96;985",25,1,0,0,0
2,"96;985",25,1,1,1,0
4,"96;985",25,1,1,1,0
4,"96;985",25,1,1,1,0
3,"96;985",25,1,1,1,0
3,"96;985",25,1,1,1,0
3,"96;985",25,1,0,1,0
4,"96;985",25,1,0,1,0
4,"96;985",25,1,0,1,0
4,"96;985",25,1,0,1,0
3,"96;985",25,1,0,1,0
5,"96;985",25,1,0,1,0
3,"96;985",25,1,1,0,0
4,"96;987",36,1,0,0,1
4,"96;987",36,1,0,0,1
4,"96;987",36,1,0,0,1
1,"96;987",36,1,0,1,1
1,"96;987",36,1,0,1,1
1,"96;987",36,1,0,1,1
4,"96;987",36,1,1,0,0
3,"96;987",36,1,1,0,0
1,"96;987",36,1,1,0,0
4,"96;987",36,1,1,0,0
1,"96;987",36,1,1,0,0
4,"96;987",36,1,1,0,0
2,"96;987",36,1,1,0,0
4,"96;987",36,1,0,0,0
4,"96;987",36,1,0,0,0
4,"96;987",36,1,0,0,0
2,"96;987",36,1,0,0,0
4,"96;987",36,1,0,0,0
1,"96;987",36,1,1,1,0
1,"96;987",36,1,1,1,0
1,"96;987",36,1,1,1,0
1,"96;987",36,1,1,1,0
1,"96;987",36,1,1,1,0
1,"96;987",36,1,0,1,0
2,"96;987",36,1,0,1,0
4,"96;987",36,1,0,1,0
2,"96;987",36,1,0,1,0
4,"96;987",36,1,0,1,0
3,"96;987",36,1,0,1,0
6,"96;987",36,1,1,0,0
2,"96;994",47,0,0,0,1
2,"96;994",47,0,0,0,1
6,"96;994",47,0,0,0,1
1,"96;994",47,0,0,1,1
2,"96;994",47,0,0,1,1
1,"96;994",47,0,0,1,1
2,"96;994",47,0,1,0,0
2,"96;994",47,0,1,0,0
2,"96;994",47,0,1,0,0
2,"96;994",47,0,1,0,0
7,"96;994",47,0,1,0,0
2,"96;994",47,0,1,0,0
2,"96;994",47,0,1,0,0
4,"96;994",47,0,0,0,0
6,"96;994",47,0,0,0,0
6,"96;994",47,0,0,0,0
2,"96;994",47,0,0,0,0
2,"96;994",47,0,0,0,0
2,"96;994",47,0,1,1,0
2,"96;994",47,0,1,1,0
2,"96;994",47,0,1,1,0
2,"96;994",47,0,1,1,0
1,"96;994",47,0,1,1,0
3,"96;994",47,0,0,1,0
3,"96;994",47,0,0,1,0
6,"96;994",47,0,0,1,0
2,"96;994",47,0,0,1,0
6,"96;994",47,0,0,1,0
2,"96;994",47,0,0,1,0
6,"96;994",47,0,1,0,0
5,"96;995",23,0,0,0,1
5,"96;995",23,0,0,0,1
5,"96;995",23,0,0,0,1
4,"96;995",23,0,0,1,1
5,"96;995",23,0,0,1,1
3,"96;995",23,0,0,1,1
5,"96;995",23,0,1,0,0
4,"96;995",23,0,1,0,0
5,"96;995",23,0,1,0,0
5,"96;995",23,0,1,0,0
5,"96;995",23,0,1,0,0
5,"96;995",23,0,1,0,0
4,"96;995",23,0,1,0,0
5,"96;995",23,0,0,0,0
4,"96;995",23,0,0,0,0
5,"96;995",23,0,0,0,0
5,"96;995",23,0,0,0,0
3,"96;995",23,0,0,0,0
5,"96;995",23,0,1,1,0
4,"96;995",23,0,1,1,0
4,"96;995",23,0,1,1,0
1,"96;995",23,0,1,1,0
4,"96;995",23,0,1,1,0
5,"96;995",23,0,0,1,0
3,"96;995",23,0,0,1,0
6,"96;995",23,0,0,1,0
4,"96;995",23,0,0,1,0
5,"96;995",23,0,0,1,0
4,"96;995",23,0,0,1,0
4,"96;995",23,0,1,0,0
4,"96;997",56,1,0,0,1
4,"96;997",56,1,0,0,1
3,"96;997",56,1,0,0,1
1,"96;997",56,1,0,1,1
2,"96;997",56,1,0,1,1
1,"96;997",56,1,0,1,1
4,"96;997",56,1,1,0,0
1,"96;997",56,1,1,0,0
4,"96;997",56,1,1,0,0
2,"96;997",56,1,1,0,0
2,"96;997",56,1,1,0,0
1,"96;997",56,1,1,0,0
3,"96;997",56,1,1,0,0
4,"96;997",56,1,0,0,0
7,"96;997",56,1,0,0,0
7,"96;997",56,1,0,0,0
7,"96;997",56,1,0,0,0
7,"96;997",56,1,0,0,0
4,"96;997",56,1,1,1,0
1,"96;997",56,1,1,1,0
1,"96;997",56,1,1,1,0
4,"96;997",56,1,1,1,0
2,"96;997",56,1,1,1,0
4,"96;997",56,1,0,1,0
6,"96;997",56,1,0,1,0
2,"96;997",56,1,0,1,0
4,"96;997",56,1,0,1,0
7,"96;997",56,1,0,1,0
7,"96;997",56,1,0,1,0
4,"96;997",56,1,1,0,0
4,"97;005",24,0,0,0,1
3,"97;005",24,0,0,0,1
6,"97;005",24,0,0,0,1
3,"97;005",24,0,0,1,1
3,"97;005",24,0,0,1,1
1,"97;005",24,0,0,1,1
4,"97;005",24,0,1,0,0
5,"97;005",24,0,1,0,0
4,"97;005",24,0,1,0,0
5,"97;005",24,0,1,0,0
4,"97;005",24,0,1,0,0
3,"97;005",24,0,1,0,0
4,"97;005",24,0,1,0,0
4,"97;005",24,0,0,0,0
5,"97;005",24,0,0,0,0
5,"97;005",24,0,0,0,0
4,"97;005",24,0,0,0,0
6,"97;005",24,0,0,0,0
2,"97;005",24,0,1,1,0
5,"97;005",24,0,1,1,0
2,"97;005",24,0,1,1,0
5,"97;005",24,0,1,1,0
2,"97;005",24,0,1,1,0
6,"97;005",24,0,0,1,0
6,"97;005",24,0,0,1,0
4,"97;005",24,0,0,1,0
5,"97;005",24,0,0,1,0
6,"97;005",24,0,0,1,0
4,"97;005",24,0,0,1,0
6,"97;005",24,0,1,0,0
4,"97;019",53,0,0,0,1
6,"97;019",53,0,0,0,1
4,"97;019",53,0,0,0,1
2,"97;019",53,0,0,1,1
3,"97;019",53,0,0,1,1
4,"97;019",53,0,0,1,1
6,"97;019",53,0,1,0,0
4,"97;019",53,0,1,0,0
6,"97;019",53,0,1,0,0
6,"97;019",53,0,1,0,0
5,"97;019",53,0,1,0,0
4,"97;019",53,0,1,0,0
3,"97;019",53,0,1,0,0
5,"97;019",53,0,0,0,0
4,"97;019",53,0,0,0,0
4,"97;019",53,0,0,0,0
2,"97;019",53,0,0,0,0
5,"97;019",53,0,0,0,0
2,"97;019",53,0,1,1,0
5,"97;019",53,0,1,1,0
2,"97;019",53,0,1,1,0
5,"97;019",53,0,1,1,0
6,"97;019",53,0,1,1,0
3,"97;019",53,0,0,1,0
5,"97;019",53,0,0,1,0
2,"97;019",53,0,0,1,0
2,"97;019",53,0,0,1,0
5,"97;019",53,0,0,1,0
3,"97;019",53,0,0,1,0
4,"97;019",53,0,1,0,0
4,"97;020",32,0,0,0,1
6,"97;020",32,0,0,0,1
4,"97;020",32,0,0,0,1
2,"97;020",32,0,0,1,1
3,"97;020",32,0,0,1,1
2,"97;020",32,0,0,1,1
7,"97;020",32,0,1,0,0
5,"97;020",32,0,1,0,0
4,"97;020",32,0,1,0,0
6,"97;020",32,0,1,0,0
3,"97;020",32,0,1,0,0
5,"97;020",32,0,1,0,0
4,"97;020",32,0,1,0,0
4,"97;020",32,0,0,0,0
4,"97;020",32,0,0,0,0
6,"97;020",32,0,0,0,0
6,"97;020",32,0,0,0,0
4,"97;020",32,0,0,0,0
4,"97;020",32,0,1,1,0
3,"97;020",32,0,1,1,0
2,"97;020",32,0,1,1,0
3,"97;020",32,0,1,1,0
3,"97;020",32,0,1,1,0
4,"97;020",32,0,0,1,0
6,"97;020",32,0,0,1,0
4,"97;020",32,0,0,1,0
3,"97;020",32,0,0,1,0
6,"97;020",32,0,0,1,0
4,"97;020",32,0,0,1,0
4,"97;020",32,0,1,0,0
4,"97;023",53,1,0,0,1
4,"97;023",53,1,0,0,1
1,"97;023",53,1,0,0,1
1,"97;023",53,1,0,1,1
1,"97;023",53,1,0,1,1
1,"97;023",53,1,0,1,1
4,"97;023",53,1,1,0,0
1,"97;023",53,1,1,0,0
2,"97;023",53,1,1,0,0
6,"97;023",53,1,1,0,0
4,"97;023",53,1,1,0,0
1,"97;023",53,1,1,0,0
4,"97;023",53,1,1,0,0
5,"97;023",53,1,0,0,0
7,"97;023",53,1,0,0,0
7,"97;023",53,1,0,0,0
4,"97;023",53,1,0,0,0
6,"97;023",53,1,0,0,0
3,"97;023",53,1,1,1,0
1,"97;023",53,1,1,1,0
1,"97;023",53,1,1,1,0
4,"97;023",53,1,1,1,0
1,"97;023",53,1,1,1,0
4,"97;023",53,1,0,1,0
7,"97;023",53,1,0,1,0
4,"97;023",53,1,0,1,0
4,"97;023",53,1,0,1,0
7,"97;023",53,1,0,1,0
4,"97;023",53,1,0,1,0
1,"97;023",53,1,1,0,0
1,"97;037",31,0,0,0,1
1,"97;037",31,0,0,0,1
1,"97;037",31,0,0,0,1
1,"97;037",31,0,0,1,1
1,"97;037",31,0,0,1,1
1,"97;037",31,0,0,1,1
1,"97;037",31,0,1,0,0
1,"97;037",31,0,1,0,0
1,"97;037",31,0,1,0,0
1,"97;037",31,0,1,0,0
1,"97;037",31,0,1,0,0
1,"97;037",31,0,1,0,0
1,"97;037",31,0,1,0,0
7,"97;037",31,0,0,0,0
7,"97;037",31,0,0,0,0
7,"97;037",31,0,0,0,0
1,"97;037",31,0,0,0,0
1,"97;037",31,0,0,0,0
1,"97;037",31,0,1,1,0
1,"97;037",31,0,1,1,0
1,"97;037",31,0,1,1,0
1,"97;037",31,0,1,1,0
1,"97;037",31,0,1,1,0
1,"97;037",31,0,0,1,0
7,"97;037",31,0,0,1,0
1,"97;037",31,0,0,1,0
7,"97;037",31,0,0,1,0
1,"97;037",31,0,0,1,0
1,"97;037",31,0,0,1,0
1,"97;037",31,0,1,0,0
6,"97;040",37,1,0,0,1
6,"97;040",37,1,0,0,1
6,"97;040",37,1,0,0,1
4,"97;040",37,1,0,1,1
6,"97;040",37,1,0,1,1
4,"97;040",37,1,0,1,1
7,"97;040",37,1,1,0,0
5,"97;040",37,1,1,0,0
6,"97;040",37,1,1,0,0
5,"97;040",37,1,1,0,0
6,"97;040",37,1,1,0,0
6,"97;040",37,1,1,0,0
6,"97;040",37,1,1,0,0
6,"97;040",37,1,0,0,0
6,"97;040",37,1,0,0,0
6,"97;040",37,1,0,0,0
7,"97;040",37,1,0,0,0
5,"97;040",37,1,0,0,0
6,"97;040",37,1,1,1,0
6,"97;040",37,1,1,1,0
2,"97;040",37,1,1,1,0
6,"97;040",37,1,1,1,0
6,"97;040",37,1,1,1,0
6,"97;040",37,1,0,1,0
6,"97;040",37,1,0,1,0
4,"97;040",37,1,0,1,0
7,"97;040",37,1,0,1,0
7,"97;040",37,1,0,1,0
6,"97;040",37,1,0,1,0
6,"97;040",37,1,1,0,0
5,"97;062",62,1,0,0,1
